wkt_geom,commune,arrondisse,departemen,region
"POLYGON((11.224530 4.163141,11.226250 4.162272,11.229391 4.156353,11.232246 4.150867,11.234384 4.145383,11.236811 4.140331,11.240388 4.136429,11.244478 4.135841,11.248783 4.135685,11.254814 4.136532,11.262137 4.137376,11.267168 4.139668,11.271767 4.141817,11.276075 4.142237,11.279950 4.142226,11.283824 4.141494,11.290138 4.140899,11.298753 4.141883,11.307793 4.140848,11.315969 4.138806,11.323860 4.137774,11.332608 4.135154,11.341787 4.132820,11.346519 4.130933,11.347227 4.127759,11.346499 4.124158,11.342754 4.119845,11.339304 4.118126,11.336289 4.117702,11.330979 4.117862,11.325532 4.120184,11.322805 4.120336,11.320645 4.118036,11.318196 4.114873,11.314750 4.114306,11.308725 4.115477,11.303061 4.117655,11.301342 4.118669,11.298470 4.118245,11.294307 4.118113,11.290283 4.116539,11.286682 4.112081,11.287110 4.110927,11.288821 4.106886,11.288379 4.103140,11.290953 4.099817,11.293246 4.098657,11.293670 4.096061,11.293226 4.091594,11.293069 4.086838,11.291627 4.084392,11.287176 4.083684,11.282438 4.083409,11.277700 4.082558,11.275841 4.085158,11.272834 4.087905,11.267954 4.087631,11.262354 4.086781,11.256404 4.089249,11.254833 4.091992,11.251686 4.096037,11.247242 4.097779,11.242357 4.096207,11.241920 4.094046,11.242196 4.090153,11.239604 4.086990,11.235722 4.084838,11.231984 4.082398,11.229257 4.082550,11.223661 4.083286,11.219211 4.083010,11.211892 4.083751,11.208026 4.087077,11.205440 4.086219,11.199698 4.085803,11.199117 4.083642,11.196953 4.079324,11.195867 4.076011,11.190987 4.076025,11.180071 4.073604,11.172889 4.071605,11.165709 4.070471,11.157097 4.070495,11.150205 4.069648,11.144893 4.069374,11.144464 4.070096,11.142892 4.072551,11.142830 4.076443,11.140965 4.076736,11.137959 4.079916,11.137537 4.083232,11.139989 4.087406,11.139857 4.091731,11.141158 4.095332,11.142741 4.096769,11.144181 4.098351,11.143179 4.099795,11.141892 4.101673,11.139315 4.104130,11.137458 4.107595,11.135600 4.110483,11.135967 4.113653,11.135540 4.114808,11.129660 4.116842,11.128233 4.120305,11.126085 4.122474,11.123792 4.123777,11.121211 4.124649,11.117481 4.125812,11.116199 4.129420,11.116349 4.132014,11.111480 4.136352,11.109045 4.138521,11.104608 4.143289,11.104759 4.146172,11.106060 4.149484,11.107217 4.152941,11.107801 4.156399,11.106952 4.161159,11.103944 4.163906,11.101079 4.166220,11.100654 4.168240,11.101665 4.170399,11.103249 4.172125,11.105122 4.174859,11.107070 4.178602,11.107791 4.179753,11.109957 4.184360,11.113973 4.182908,11.116847 4.184053,11.119282 4.181884,11.121147 4.181591,11.124455 4.183744,11.126468 4.184892,11.130483 4.183007,11.133497 4.182855,11.135771 4.174055,11.136328 4.167855,11.134879 4.162958,11.135734 4.160360,11.140037 4.159195,11.143484 4.159907,11.149957 4.164646,11.151825 4.165218,11.155419 4.167082,11.161314 4.170237,11.163758 4.171672,11.168427 4.173100,11.172450 4.174099,11.175612 4.175531,11.178342 4.176389,11.180782 4.176238,11.183514 4.177816,11.187391 4.178381,11.193858 4.180814,11.196447 4.182536,11.198176 4.184550,11.199469 4.185122,11.203486 4.184246,11.205499 4.185250,11.207507 4.184667,11.209796 4.181922,11.212227 4.178456,11.214220 4.172684,11.217652 4.167774,11.218790 4.164022,11.224530 4.163141))",Evodoula,Evodoula,Lekié,Centre
"POLYGON((9.845969 4.067077,9.842987 4.064926,9.839768 4.063373,9.835355 4.060027,9.832613 4.058593,9.828260 4.055905,9.826590 4.053992,9.823728 4.051601,9.821103 4.048612,9.821219 4.045620,9.823600 4.043104,9.827888 4.041185,9.832057 4.039265,9.837775 4.037345,9.840872 4.036145,9.842657 4.033749,9.843369 4.030397,9.844675 4.025848,9.845150 4.024412,9.846037 4.018606,9.845674 4.013341,9.844718 4.009751,9.845191 4.006040,9.845664 4.003168,9.847331 4.001490,9.850548 4.000769,9.850547 3.999812,9.853579 3.999785,9.858218 3.998029,9.860838 3.996590,9.862265 3.993956,9.863392 3.988988,9.864578 3.983362,9.863739 3.978815,9.862424 3.974149,9.862062 3.970080,9.862654 3.967087,9.862538 3.965299,9.862412 3.963377,9.861694 3.959548,9.855549 3.952075,9.852449 3.949804,9.849706 3.947533,9.846248 3.945143,9.843982 3.942752,9.840763 3.941438,9.836356 3.942041,9.833021 3.943840,9.830639 3.945039,9.825995 3.947437,9.821886 3.949296,9.818549 3.949300,9.814974 3.949303,9.811639 3.949307,9.806157 3.949192,9.801869 3.950273,9.799367 3.951353,9.795438 3.953750,9.792758 3.955488,9.790973 3.957285,9.789067 3.958484,9.786567 3.960521,9.783947 3.962080,9.780492 3.963040,9.776203 3.963403,9.773580 3.962448,9.771315 3.961134,9.769784 3.958876,9.769287 3.958144,9.767502 3.958624,9.767500 3.958624,9.764405 3.961739,9.762857 3.963296,9.761072 3.965811,9.761313 3.968564,9.761077 3.970838,9.759411 3.972994,9.760008 3.974908,9.761677 3.975624,9.764299 3.976579,9.765850 3.978134,9.765614 3.980767,9.765139 3.982922,9.763353 3.984479,9.763348 3.984479,9.763320 3.984479,9.763314 3.984479,9.760612 3.984482,9.760607 3.984482,9.757157 3.984246,9.757154 3.984248,9.755371 3.985803,9.755365 3.985803,9.755341 3.985800,9.755332 3.985799,9.753339 3.985566,9.751788 3.983892,9.749285 3.982338,9.746187 3.981025,9.746168 3.981029,9.743689 3.981505,9.741903 3.982704,9.738448 3.983545,9.735113 3.985223,9.733345 3.987256,9.732613 3.988098,9.733688 3.991209,9.734524 3.993003,9.734883 3.994798,9.733573 3.996355,9.731668 3.997315,9.731311 3.998991,9.733576 3.999587,9.735468 4.000064,9.736510 4.001717,9.737346 4.003991,9.735680 4.006386,9.734610 4.009020,9.731632 4.010578,9.727701 4.012497,9.724961 4.013457,9.722817 4.014416,9.722581 4.016810,9.723895 4.020878,9.724494 4.024229,9.725809 4.028656,9.726884 4.032126,9.728793 4.034039,9.730812 4.034395,9.730819 4.034396,9.733441 4.034274,9.738087 4.032953,9.740804 4.032357,9.740827 4.032352,9.743808 4.033786,9.745003 4.037016,9.744410 4.040847,9.742147 4.042285,9.742119 4.042282,9.740002 4.042048,9.738094 4.041092,9.738066 4.041095,9.735354 4.041334,9.732733 4.042533,9.730350 4.042894,9.727848 4.043016,9.725226 4.043378,9.722331 4.044026,9.722325 4.044066,9.722293 4.044317,9.721893 4.047390,9.720347 4.051221,9.721067 4.056726,9.722300 4.060430,9.731517 4.062499,9.741063 4.066411,9.749960 4.071630,9.762330 4.080330,9.768195 4.089908,9.776658 4.095781,9.782303 4.101002,9.792730 4.118198,9.797723 4.123203,9.805214 4.131362,9.818886 4.138971,9.834944 4.146360,9.848828 4.149394,9.860871 4.154281,9.863105 4.155681,9.863105 4.155023,9.862745 4.153109,9.862862 4.150715,9.863575 4.149159,9.863573 4.147602,9.863691 4.146884,9.863213 4.144611,9.861661 4.142818,9.860109 4.140425,9.857247 4.139112,9.854147 4.137680,9.852598 4.137681,9.851881 4.136126,9.850689 4.135409,9.849613 4.132299,9.849372 4.130384,9.848774 4.128589,9.845913 4.127515,9.843051 4.126322,9.840011 4.125547,9.836435 4.124833,9.834646 4.123279,9.832499 4.121605,9.829875 4.119215,9.829039 4.117660,9.828084 4.116105,9.827367 4.114071,9.827960 4.112036,9.829151 4.111197,9.830700 4.110836,9.832726 4.110116,9.834750 4.108438,9.836178 4.106642,9.837963 4.104366,9.837843 4.103169,9.837603 4.101853,9.836171 4.100418,9.835693 4.098743,9.836288 4.097306,9.836882 4.095989,9.836402 4.093357,9.835925 4.092280,9.835505 4.090067,9.835741 4.087673,9.836454 4.085757,9.837168 4.084320,9.838477 4.082164,9.838833 4.080488,9.838354 4.078933,9.838233 4.077736,9.839305 4.076898,9.841570 4.077135,9.843120 4.077731,9.844906 4.076772,9.846096 4.075215,9.846690 4.072701,9.846688 4.071265,9.845851 4.068633,9.845969 4.067077))",Douala III,Douala III,Wouri,Littoral
"POLYGON((9.754899 4.153135,9.755655 4.149808,9.757797 4.146694,9.758626 4.140829,9.756356 4.135804,9.753492 4.131738,9.750270 4.127672,9.750267 4.124560,9.748953 4.120731,9.746566 4.117861,9.743825 4.117744,9.740013 4.118825,9.737151 4.117391,9.735122 4.114760,9.733570 4.111650,9.731659 4.106625,9.730820 4.102436,9.729030 4.099805,9.727122 4.098012,9.726815 4.097924,9.724619 4.097296,9.721757 4.095383,9.720921 4.093828,9.717850 4.090513,9.717820 4.090480,9.715434 4.088208,9.712930 4.086774,9.707145 4.081094,9.704946 4.078621,9.701241 4.083280,9.701151 4.083393,9.699817 4.085598,9.696654 4.090827,9.694404 4.093413,9.690222 4.093417,9.685698 4.089732,9.685072 4.089222,9.682496 4.085994,9.685063 4.078561,9.690524 4.070157,9.691165 4.066926,9.689608 4.065106,9.689233 4.064666,9.687935 4.064730,9.682478 4.064995,9.678416 4.062589,9.675398 4.060801,9.672242 4.059446,9.668640 4.057900,9.661242 4.058229,9.661133 4.058221,9.657964 4.058012,9.656416 4.057910,9.656092 4.055002,9.655769 4.052095,9.650362 4.046390,9.649651 4.045639,9.648158 4.044382,9.641604 4.038861,9.639350 4.035632,9.635807 4.029174,9.633053 4.028831,9.630660 4.028532,9.625190 4.027567,9.626153 4.024336,9.626151 4.021428,9.624862 4.021204,9.624851 4.021202,9.618752 4.020142,9.615538 4.019005,9.614264 4.018555,9.613282 4.018208,9.603594 4.012615,9.601375 4.010463,9.591079 4.006271,9.590871 4.006196,9.586575 4.004659,9.578534 4.005957,9.569529 4.008871,9.564601 4.013276,9.563743 4.014044,9.563103 4.018244,9.564070 4.021474,9.562463 4.023736,9.559568 4.023415,9.557956 4.017278,9.556313 4.016772,9.553773 4.015989,9.551522 4.016292,9.548948 4.016638,9.541230 4.019551,9.541190 4.019756,9.540589 4.022782,9.540269 4.025043,9.535766 4.025693,9.535747 4.025688,9.530297 4.024404,9.530229 4.025293,9.529978 4.028604,9.527407 4.032159,9.525800 4.033453,9.525158 4.036684,9.522586 4.039593,9.520015 4.041533,9.518730 4.045734,9.513587 4.050583,9.507477 4.054140,9.505176 4.058152,9.506942 4.061191,9.507194 4.064614,9.506980 4.065883,9.506790 4.066865,9.506385 4.067894,9.505970 4.069355,9.505971 4.070935,9.506162 4.072538,9.507093 4.074908,9.509973 4.074369,9.511802 4.075703,9.513631 4.076704,9.515461 4.077370,9.517123 4.077369,9.518785 4.077702,9.520779 4.077033,9.521943 4.075864,9.523438 4.075028,9.525099 4.073858,9.526263 4.073190,9.527759 4.072688,9.528922 4.072687,9.530751 4.072686,9.532081 4.072685,9.532747 4.075022,9.534244 4.076189,9.535740 4.076356,9.537401 4.075353,9.538067 4.076187,9.538899 4.077355,9.540728 4.077521,9.542058 4.078021,9.544053 4.078353,9.545382 4.077684,9.547709 4.078017,9.547877 4.079853,9.550204 4.079685,9.551368 4.080685,9.552201 4.082187,9.554030 4.083688,9.555692 4.083687,9.557355 4.084354,9.560015 4.085020,9.562175 4.083850,9.564335 4.082513,9.566663 4.082344,9.567327 4.081175,9.569321 4.079838,9.570816 4.079002,9.570149 4.075497,9.569316 4.073828,9.569481 4.071157,9.570643 4.069654,9.571639 4.067483,9.572470 4.066147,9.574630 4.065644,9.575961 4.066979,9.577790 4.067979,9.580782 4.067810,9.582776 4.067308,9.586599 4.067305,9.586102 4.069142,9.586270 4.070644,9.585440 4.072815,9.585441 4.073984,9.587270 4.074817,9.587271 4.076820,9.588104 4.078489,9.587274 4.080326,9.587109 4.082329,9.588939 4.083664,9.591764 4.082660,9.592762 4.083827,9.592930 4.086499,9.592931 4.087500,9.594594 4.087499,9.596089 4.086162,9.597418 4.085661,9.597585 4.087330,9.597587 4.088999,9.599582 4.089832,9.601909 4.089831,9.603406 4.090664,9.603407 4.092167,9.602909 4.093502,9.602079 4.094338,9.600915 4.093838,9.600083 4.092670,9.598420 4.091837,9.597588 4.091336,9.594929 4.092340,9.593766 4.093676,9.592606 4.097016,9.593106 4.100187,9.593774 4.104193,9.594276 4.108199,9.595275 4.110035,9.597270 4.110701,9.599763 4.109698,9.602256 4.109362,9.602923 4.111365,9.603423 4.113702,9.603425 4.115705,9.603924 4.117374,9.605921 4.119876,9.609412 4.120041,9.616061 4.119535,9.620884 4.121200,9.624876 4.123868,9.628370 4.128540,9.629038 4.132545,9.630703 4.134714,9.633031 4.136549,9.640096 4.136543,9.642256 4.135039,9.644415 4.131699,9.646074 4.128191,9.648066 4.125018,9.650059 4.121845,9.654379 4.120005,9.658204 4.121170,9.663025 4.121333,9.667180 4.120662,9.670339 4.120993,9.673830 4.120990,9.676322 4.119653,9.679980 4.120651,9.683639 4.122150,9.687629 4.123482,9.690788 4.123480,9.693946 4.122976,9.696273 4.122974,9.699102 4.125809,9.705503 4.127640,9.711156 4.128136,9.712819 4.129136,9.713320 4.132307,9.714819 4.135478,9.716150 4.136311,9.717648 4.138480,9.717984 4.141484,9.718983 4.143821,9.721146 4.145989,9.723309 4.148157,9.725306 4.149991,9.728298 4.150155,9.731124 4.149819,9.733286 4.151152,9.735283 4.153154,9.737611 4.153485,9.740768 4.151980,9.743426 4.150308,9.745420 4.148804,9.747747 4.148969,9.751405 4.150134,9.754899 4.153135))",Douala IV,Douala IV,Wouri,Littoral
"POLYGON((11.634975 4.105994,11.636641 4.100297,11.643014 4.095506,11.643413 4.092214,11.641929 4.089258,11.641922 4.087285,11.646009 4.084804,11.646167 4.082994,11.648780 4.080847,11.649102 4.078872,11.649421 4.076404,11.650399 4.074920,11.652362 4.074091,11.653834 4.073593,11.654482 4.071287,11.656272 4.067992,11.657406 4.064040,11.656746 4.062398,11.654448 4.060925,11.652151 4.059946,11.650178 4.057320,11.649834 4.052387,11.650716 4.046791,11.652678 4.045633,11.654646 4.046449,11.656282 4.045786,11.655781 4.042827,11.654791 4.040527,11.655435 4.037071,11.656079 4.033779,11.654269 4.031318,11.652128 4.027541,11.651449 4.020141,11.650458 4.017677,11.646356 4.015388,11.643892 4.013093,11.641103 4.011457,11.637329 4.009166,11.633965 4.007039,11.631003 4.002936,11.629845 3.999157,11.625425 3.999567,11.625316 3.999288,11.624511 3.995738,11.623948 3.993092,11.625883 3.990996,11.629622 3.988754,11.631975 3.986935,11.635982 3.981906,11.641515 3.976593,11.642755 3.973941,11.644136 3.972125,11.643853 3.970176,11.642874 3.967810,11.641617 3.965167,11.642026 3.962936,11.642088 3.960636,11.642917 3.959658,11.645135 3.958954,11.645545 3.957002,11.645251 3.951708,11.645519 3.948920,11.648279 3.944034,11.650348 3.940405,11.651867 3.938449,11.650198 3.936922,11.648527 3.934837,11.648791 3.930795,11.648781 3.927451,11.650159 3.924660,11.655348 3.920393,11.659781 3.918428,11.662694 3.918140,11.664906 3.915904,11.669738 3.908782,11.666249 3.902105,11.659855 3.897945,11.653742 3.895038,11.649575 3.893100,11.648322 3.891571,11.646650 3.889347,11.643593 3.887545,11.640954 3.886578,11.637481 3.885056,11.634008 3.883395,11.632892 3.881587,11.631504 3.881034,11.628036 3.881045,11.624774 3.880567,11.620203 3.882811,11.617710 3.883934,11.616322 3.883659,11.614098 3.882412,11.611593 3.879633,11.607145 3.876999,11.600622 3.875626,11.597571 3.876053,11.595350 3.875503,11.591044 3.873844,11.585898 3.869539,11.581593 3.867741,11.579787 3.866911,11.576593 3.866084,11.574372 3.865673,11.572066 3.866674,11.571948 3.866725,11.571262 3.869375,11.569086 3.873781,11.569056 3.873841,11.567327 3.875310,11.566498 3.876566,11.563872 3.879919,11.562075 3.881875,11.561112 3.884804,11.562092 3.887449,11.562655 3.890095,11.562797 3.891488,11.562800 3.892325,11.561278 3.893583,11.559337 3.894147,11.558645 3.894706,11.558650 3.896239,11.560053 3.901530,11.560750 3.902504,11.559784 3.904457,11.557981 3.904463,11.555621 3.903913,11.552568 3.903643,11.550069 3.903093,11.547434 3.903241,11.544707 3.905886,11.543975 3.906596,11.546064 3.909098,11.547735 3.911322,11.549691 3.915497,11.551155 3.918071,11.550326 3.919188,11.548801 3.919472,11.547135 3.919198,11.544220 3.918510,11.541999 3.918378,11.539782 3.919081,11.537564 3.919924,11.535622 3.919930,11.533541 3.919797,11.532994 3.922586,11.533559 3.925928,11.532869 3.927185,11.530927 3.927330,11.529266 3.928310,11.527189 3.929710,11.524276 3.929998,11.522750 3.930142,11.521221 3.929171,11.520524 3.928058,11.519688 3.926946,11.518295 3.924860,11.517874 3.923468,11.514265 3.922782,11.511352 3.922930,11.508438 3.922939,11.505383 3.921972,11.501844 3.921495,11.498376 3.921506,11.495460 3.920817,11.493100 3.920267,11.491296 3.920273,11.488518 3.919027,11.485598 3.917224,11.481435 3.916678,11.478492 3.919455,11.478739 3.922324,11.478981 3.923639,11.477916 3.925914,11.477806 3.928904,11.476505 3.931897,11.475204 3.934652,11.475575 3.939195,11.474036 3.942428,11.471665 3.945664,11.470960 3.948895,11.472876 3.952716,11.475026 3.955101,11.475505 3.956056,11.476578 3.956292,11.478124 3.955690,11.480503 3.955204,11.482645 3.954958,11.484551 3.955072,11.485860 3.955068,11.487057 3.957217,11.487541 3.959727,11.489096 3.962233,11.491722 3.964497,11.492919 3.966527,11.494830 3.968793,11.496026 3.970344,11.498535 3.973326,11.501164 3.976547,11.504151 3.980125,11.505227 3.981676,11.508330 3.984058,11.510476 3.985008,11.512979 3.985838,11.512036 3.989069,11.511447 3.990984,11.510381 3.993020,11.509675 3.995534,11.506110 3.997936,11.517163 3.999676,11.526666 4.000798,11.526359 4.007544,11.531463 4.016247,11.533609 4.021340,11.537872 4.022807,11.547047 4.023765,11.554735 4.020451,11.560788 4.017965,11.566359 4.018769,11.568819 4.019913,11.572422 4.019737,11.574891 4.023677,11.577043 4.030744,11.577869 4.033044,11.573797 4.040460,11.567581 4.042947,11.559559 4.044124,11.554321 4.045128,11.548270 4.048272,11.545676 4.056670,11.545684 4.059302,11.548146 4.060939,11.552566 4.060103,11.557478 4.059429,11.560590 4.059419,11.565018 4.061215,11.572723 4.063164,11.581083 4.065276,11.586908 4.068383,11.591504 4.071493,11.591023 4.074620,11.587435 4.079402,11.584348 4.087473,11.580768 4.094887,11.573755 4.104450,11.573937 4.109878,11.576824 4.116449,11.583394 4.122020,11.589792 4.124631,11.595685 4.123461,11.603531 4.118335,11.604675 4.117674,11.607799 4.121282,11.605038 4.128529,11.607184 4.133293,11.610634 4.136407,11.618847 4.143453,11.623486 4.134719,11.624783 4.130438,11.630825 4.124825,11.632614 4.120872,11.633744 4.115604,11.634860 4.106389,11.634975 4.105994))",Soa,Soa,Méfou-et-Afamba,Centre
"POLYGON((10.860239 3.989673,10.858276 3.987097,10.855823 3.984399,10.851657 3.981337,10.847252 3.981101,10.837096 3.979895,10.830730 3.977943,10.824858 3.977588,10.818006 3.977480,10.812010 3.976511,10.811999 3.971473,10.812966 3.966433,10.813324 3.962009,10.813438 3.958199,10.814531 3.954756,10.815013 3.951315,10.815006 3.947997,10.815352 3.938167,10.815698 3.928828,10.815689 3.924404,10.816046 3.919857,10.816644 3.913712,10.817975 3.906706,10.815129 3.891599,10.816221 3.887419,10.817306 3.880044,10.817279 3.867388,10.815918 3.860387,10.814319 3.856090,10.812825 3.843560,10.812980 3.843188,10.810212 3.844188,10.807489 3.841767,10.807194 3.845105,10.805997 3.850569,10.806914 3.855725,10.809038 3.859969,10.808738 3.861183,10.804814 3.862709,10.803612 3.865139,10.800895 3.866358,10.799086 3.867576,10.796673 3.869401,10.793958 3.870924,10.790941 3.873055,10.786412 3.873671,10.786113 3.875189,10.781585 3.876412,10.779772 3.876416,10.775541 3.875515,10.768595 3.875833,10.764363 3.874628,10.762557 3.877666,10.760746 3.878580,10.760744 3.877366,10.759231 3.876459,10.757121 3.878588,10.754684 3.868276,10.752862 3.863728,10.751956 3.863730,10.749847 3.866769,10.747733 3.866773,10.746520 3.864348,10.742890 3.861928,10.738958 3.859205,10.734421 3.856484,10.731996 3.852544,10.727759 3.848305,10.725031 3.843455,10.723218 3.843155,10.719893 3.842555,10.718985 3.841040,10.715658 3.839226,10.709615 3.838328,10.706899 3.839850,10.705690 3.838942,10.703571 3.836822,10.700247 3.836222,10.697522 3.832890,10.696609 3.829857,10.692980 3.827437,10.687835 3.822288,10.687530 3.820772,10.682694 3.819567,10.680277 3.818965,10.680273 3.816841,10.682689 3.816837,10.683896 3.815924,10.682684 3.814409,10.680262 3.811076,10.676029 3.808960,10.673010 3.810180,10.670597 3.811701,10.669083 3.809884,10.665462 3.811711,10.664559 3.813534,10.662444 3.812931,10.662441 3.811414,10.662439 3.810503,10.659719 3.809902,10.654885 3.809001,10.654574 3.804753,10.652153 3.802330,10.648527 3.801427,10.647403 3.800584,10.646428 3.801411,10.645359 3.803964,10.645764 3.806777,10.643972 3.811202,10.646782 3.816020,10.644797 3.824063,10.654626 3.837912,10.659617 3.832274,10.664230 3.838496,10.667228 3.836480,10.667449 3.847533,10.663052 3.849954,10.665260 3.853366,10.661879 3.875363,10.657857 3.879847,10.655739 3.882195,10.654688 3.886886,10.656601 3.888801,10.655971 3.892212,10.652152 3.892433,10.651306 3.893713,10.651317 3.899042,10.651638 3.900959,10.649105 3.907785,10.646782 3.912904,10.645942 3.917808,10.641705 3.921014,10.644469 3.924205,10.647667 3.931659,10.647892 3.938479,10.644726 3.947010,10.646439 3.954680,10.646454 3.962353,10.645936 3.968321,10.650820 3.970230,10.656346 3.974482,10.661446 3.978308,10.665485 3.981710,10.668249 3.984475,10.672918 3.984892,10.676314 3.985311,10.682682 3.986364,10.688624 3.986138,10.692872 3.988261,10.694373 3.995504,10.694381 3.999767,10.698633 4.003381,10.698222 4.009989,10.695470 4.013192,10.700997 4.017869,10.702492 4.022555,10.701337 4.028525,10.698157 4.029810,10.695189 4.031095,10.691798 4.033447,10.711516 4.056982,10.711583 4.057062,10.716247 4.054708,10.723462 4.054480,10.730477 4.060006,10.737060 4.062123,10.744492 4.064238,10.754474 4.067626,10.763185 4.072509,10.771054 4.080164,10.774673 4.085697,10.779877 4.087817,10.789640 4.088008,10.792137 4.093125,10.805341 4.091432,10.822062 4.093045,10.832937 4.097544,10.833413 4.097829,10.833521 4.097965,10.841719 4.095284,10.843388 4.095998,10.845181 4.098626,10.846612 4.098982,10.849113 4.098976,10.851497 4.099449,10.855067 4.097885,10.857331 4.098239,10.859356 4.098234,10.860664 4.097274,10.861733 4.095836,10.860893 4.092967,10.859811 4.088782,10.857897 4.085437,10.857776 4.084720,10.860992 4.084473,10.862063 4.084112,10.862894 4.082555,10.863608 4.082433,10.864925 4.085301,10.866355 4.085777,10.868023 4.085533,10.869212 4.084573,10.868494 4.083259,10.868609 4.081465,10.869797 4.079787,10.869198 4.078712,10.867883 4.076561,10.867404 4.075486,10.868230 4.072254,10.868820 4.069860,10.868580 4.068903,10.866431 4.066875,10.865594 4.065680,10.865592 4.064843,10.867376 4.063523,10.869634 4.061245,10.870107 4.059449,10.869626 4.057656,10.870214 4.054424,10.870209 4.052152,10.868775 4.050241,10.866511 4.049887,10.865676 4.049052,10.866268 4.047615,10.867813 4.046295,10.868167 4.044739,10.866498 4.043786,10.866614 4.042948,10.868161 4.042107,10.867677 4.038759,10.866598 4.035890,10.866593 4.033498,10.864084 4.030393,10.861696 4.027767,10.858360 4.027415,10.857406 4.026819,10.856443 4.022395,10.855842 4.020123,10.856555 4.019165,10.858818 4.019040,10.861677 4.019153,10.862031 4.017836,10.862027 4.016281,10.860357 4.014969,10.855468 4.012946,10.854871 4.011871,10.855703 4.011271,10.858682 4.011862,10.860706 4.011260,10.862964 4.008982,10.862840 4.006948,10.860576 4.006594,10.858670 4.006360,10.858786 4.005283,10.860213 4.003963,10.859734 4.002888,10.861746 3.997021,10.861028 3.995707,10.858884 3.995472,10.854835 3.995841,10.853523 3.995126,10.854118 3.994885,10.856380 3.994282,10.858163 3.992842,10.860239 3.989673))",Dibang,Dibang,Nyong-et-Kellé,Centre
